Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,NA_Share,EU_Share,JP_Share,User_Higher
Wii Sports,Wii,2006,Sports,Nintendo,41.36,28.96,3.77,8.45,82.53,76.0,51.0,80.0,322.0,Nintendo,E,2000,0.5011510965709439,0.3509027020477402,0.04568035865745789,True
Super Mario Bros.,NES,1985,Platform,Nintendo,29.08,3.58,6.81,0.77,40.24,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1980,0.7226640159045725,0.0889662027833002,0.169234592445328,True
Mario Kart Wii,Wii,2008,Racing,Nintendo,15.68,12.76,3.79,3.29,35.52,82.0,73.0,83.0,709.0,Nintendo,E,2000,0.4414414414414414,0.3592342342342342,0.10670045045045044,True
Wii Sports Resort,Wii,2009,Sports,Nintendo,15.61,10.93,3.28,2.95,32.77,80.0,73.0,80.0,192.0,Nintendo,E,2000,0.4763503204150137,0.33353677143729016,0.10009154714678058,False
Pokemon Red/Pokemon Blue,GB,1996,Role-Playing,Nintendo,11.27,8.89,10.22,1.0,31.37,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.35926043991074275,0.28339177558176604,0.32578897035384125,True
Tetris,GB,1989,Puzzle,Nintendo,23.2,2.26,4.22,0.58,30.26,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1980,0.7666886979510905,0.07468605419695967,0.13945803040317248,True
New Super Mario Bros.,DS,2006,Platform,Nintendo,11.28,9.14,6.5,2.88,29.8,89.0,65.0,85.0,431.0,Nintendo,E,2000,0.37852348993288587,0.3067114093959732,0.2181208053691275,False
Wii Play,Wii,2006,Misc,Nintendo,13.96,9.18,2.93,2.84,28.92,58.0,41.0,66.0,129.0,Nintendo,E,2000,0.4827109266943292,0.31742738589211617,0.10131396957123098,True
New Super Mario Bros. Wii,Wii,2009,Platform,Nintendo,14.44,6.94,4.7,2.24,28.32,87.0,80.0,84.0,594.0,Nintendo,E,2000,0.5098870056497175,0.24505649717514125,0.16596045197740114,False
Duck Hunt,NES,1984,Shooter,Nintendo,26.93,0.63,0.28,0.47,28.31,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1980,0.9512539738608266,0.022253620628753093,0.009890498057223597,True
Nintendogs,DS,2005,Simulation,Nintendo,9.05,10.95,1.93,2.74,24.67,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.36684231860559385,0.4438589379813538,0.07823267126064044,True
Mario Kart DS,DS,2005,Racing,Nintendo,9.71,7.47,4.13,1.9,23.21,91.0,64.0,86.0,464.0,Nintendo,E,2000,0.4183541576906506,0.3218440327445067,0.17794054286945282,False
Pokemon Gold/Pokemon Silver,GB,1999,Role-Playing,Nintendo,9.0,6.18,7.2,0.71,23.1,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.3896103896103896,0.2675324675324675,0.3116883116883117,True
Wii Fit,Wii,2007,Sports,Nintendo,8.92,8.03,3.6,2.15,22.7,80.0,63.0,77.0,146.0,Nintendo,E,2000,0.3929515418502203,0.3537444933920705,0.15859030837004406,False
Kinect Adventures!,X360,2010,Misc,Microsoft Game Studios,15.0,4.89,0.24,1.69,21.81,61.0,45.0,63.0,106.0,Good Science Studio,E,2010,0.687757909215956,0.22420907840440166,0.011004126547455296,True
Wii Fit Plus,Wii,2009,Sports,Nintendo,9.01,8.49,2.53,1.77,21.79,80.0,33.0,74.0,52.0,Nintendo,E,2000,0.41349242771913725,0.3896282698485544,0.11610830656264341,False
Grand Theft Auto V,PS3,2013,Action,Take-Two Interactive,7.02,9.09,0.98,3.96,21.04,97.0,50.0,82.0,3994.0,Rockstar North,M,2010,0.33365019011406843,0.4320342205323194,0.04657794676806084,False
Grand Theft Auto: San Andreas,PS2,2004,Action,Take-Two Interactive,9.43,0.4,0.41,10.57,20.81,95.0,80.0,90.0,1588.0,Rockstar North,M,2000,0.4531475252282557,0.019221528111484865,0.019702066314271984,False
Super Mario World,SNES,1990,Platform,Nintendo,12.78,3.75,3.54,0.55,20.61,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.6200873362445415,0.1819505094614265,0.1717612809315866,True
Brain Age: Train Your Brain in Minutes a Day,DS,2005,Misc,Nintendo,4.74,9.2,4.16,2.04,20.15,77.0,58.0,79.0,50.0,Nintendo,E,2000,0.2352357320099256,0.456575682382134,0.20645161290322583,True
Pokemon Diamond/Pokemon Pearl,DS,2006,Role-Playing,Nintendo,6.38,4.46,6.04,1.36,18.25,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.3495890410958904,0.24438356164383562,0.33095890410958906,True
Super Mario Land,GB,1989,Platform,Nintendo,10.83,2.71,4.18,0.42,18.14,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1980,0.5970231532524807,0.149393605292172,0.23042998897464165,True
Super Mario Bros. 3,NES,1988,Platform,Nintendo,9.54,3.44,3.84,0.46,17.28,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1980,0.5520833333333333,0.19907407407407407,0.2222222222222222,True
Grand Theft Auto V,X360,2013,Action,Take-Two Interactive,9.66,5.14,0.06,1.41,16.27,97.0,58.0,81.0,3711.0,Rockstar North,M,2010,0.5937307928703135,0.315918869084204,0.0036877688998156115,False
Grand Theft Auto: Vice City,PS2,2002,Action,Take-Two Interactive,8.41,5.49,0.47,1.78,16.15,95.0,62.0,87.0,730.0,Rockstar North,M,2000,0.5207430340557276,0.33993808049535607,0.02910216718266254,False
Pokemon Ruby/Pokemon Sapphire,GBA,2002,Role-Playing,Nintendo,6.06,3.9,5.38,0.5,15.85,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.38233438485804416,0.24605678233438485,0.33943217665615144,True
Brain Age 2: More Training in Minutes a Day,DS,2005,Puzzle,Nintendo,3.43,5.35,5.32,1.18,15.29,77.0,37.0,71.0,19.0,Nintendo,E,2000,0.22432962720732508,0.34990189666448657,0.34793982995421846,False
Pokemon Black/Pokemon White,DS,2010,Role-Playing,Nintendo,5.51,3.17,5.65,0.8,15.14,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.3639365918097754,0.2093791281373844,0.37318361955085866,True
Gran Turismo 3: A-Spec,PS2,2001,Racing,Sony Computer Entertainment,6.85,5.09,1.87,1.16,14.98,95.0,54.0,84.0,314.0,Polyphony Digital,E,2000,0.45727636849132175,0.3397863818424566,0.12483311081441922,False
Call of Duty: Modern Warfare 3,X360,2011,Shooter,Activision,9.04,4.24,0.13,1.32,14.73,88.0,81.0,34.0,8713.0,"Infinity Ward, Sledgehammer Games",M,2010,0.613713509843856,0.2878479293957909,0.008825526137135099,False
Pokémon Yellow: Special Pikachu Edition,GB,1998,Role-Playing,Nintendo,5.89,5.04,3.12,0.59,14.64,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.4023224043715847,0.3442622950819672,0.21311475409836064,True
Call of Duty: Black Ops 3,PS4,2015,Shooter,Activision,6.03,5.86,0.36,2.38,14.63,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.41216678058783324,0.40054682159945315,0.024606971975393025,True
Call of Duty: Black Ops,X360,2010,Shooter,Activision,9.7,3.68,0.11,1.13,14.61,87.0,89.0,63.0,1454.0,Treyarch,M,2010,0.6639288158795346,0.25188227241615335,0.007529089664613279,False
Pokemon X/Pokemon Y,3DS,2013,Role-Playing,Nintendo,5.28,4.19,4.35,0.78,14.6,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.36164383561643837,0.28698630136986303,0.297945205479452,True
Call of Duty: Black Ops II,PS3,2012,Shooter,Activision,4.99,5.73,0.65,2.42,13.79,83.0,21.0,53.0,922.0,Treyarch,M,2010,0.3618564176939812,0.4155184916606237,0.047135605511240034,False
Call of Duty: Black Ops II,X360,2012,Shooter,Activision,8.25,4.24,0.07,1.12,13.67,83.0,73.0,48.0,2256.0,Treyarch,M,2010,0.6035113386978785,0.31016825164594003,0.005120702267739577,False
Call of Duty: Modern Warfare 2,X360,2009,Shooter,Activision,8.52,3.59,0.08,1.28,13.47,94.0,100.0,63.0,2698.0,Infinity Ward,M,2000,0.6325167037861915,0.26651818856718634,0.005939123979213066,False
Call of Duty: Modern Warfare 3,PS3,2011,Shooter,Activision,5.54,5.73,0.49,1.57,13.32,88.0,39.0,32.0,5234.0,"Infinity Ward, Sledgehammer Games",M,2010,0.4159159159159159,0.4301801801801802,0.03678678678678678,False
Grand Theft Auto III,PS2,2001,Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1,97.0,56.0,85.0,664.0,DMA Design,M,2000,0.5335877862595421,0.34427480916030534,0.022900763358778626,False
Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,6.62,2.55,2.66,1.01,12.84,93.0,81.0,89.0,1662.0,Game Arts,T,2000,0.5155763239875389,0.1985981308411215,0.20716510903426794,False
Mario Kart 7,3DS,2011,Racing,Nintendo,5.03,4.02,2.69,0.91,12.66,85.0,73.0,82.0,632.0,"Retro Studios, Entertainment Analysis & Development Division",E,2010,0.3973143759873618,0.31753554502369663,0.21248025276461294,False
Call of Duty: Black Ops,PS3,2010,Shooter,Activision,5.99,4.37,0.48,1.79,12.63,88.0,58.0,64.0,1094.0,Treyarch,M,2010,0.4742676167854315,0.34600158353127475,0.03800475059382422,False
Grand Theft Auto V,PS4,2014,Action,Take-Two Interactive,3.96,6.31,0.38,1.97,12.61,97.0,66.0,83.0,2899.0,Rockstar North,M,2010,0.3140364789849326,0.500396510705789,0.03013481363996828,False
Animal Crossing: Wild World,DS,2005,Simulation,Nintendo,2.5,3.45,5.33,0.86,12.13,86.0,57.0,87.0,242.0,Nintendo,E,2000,0.2061005770816158,0.28441879637262985,0.4394064303380049,True
Halo 3,X360,2007,Shooter,Microsoft Game Studios,7.97,2.81,0.13,1.21,12.12,94.0,86.0,78.0,4100.0,"Bungie Software, Bungie",M,2000,0.6575907590759076,0.23184818481848188,0.010726072607260728,False
Super Mario 64,N64,1996,Platform,Nintendo,6.91,2.85,1.91,0.23,11.89,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.5811606391925989,0.23969722455845247,0.16063919259882253,True
Pokemon HeartGold/Pokemon SoulSilver,DS,2009,Action,Nintendo,4.34,2.71,3.96,0.76,11.77,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.36873406966864913,0.2302463891248938,0.3364485981308411,True
Pokemon Omega Ruby/Pokemon Alpha Sapphire,3DS,2014,Role-Playing,Nintendo,4.35,3.49,3.1,0.74,11.68,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.37243150684931503,0.2988013698630137,0.2654109589041096,True
Gran Turismo 4,PS2,2004,Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,11.66,89.0,74.0,85.0,272.0,Polyphony Digital,E,2000,0.258147512864494,0.0008576329331046312,0.09433962264150944,False
Super Mario Galaxy,Wii,2007,Platform,Nintendo,6.06,3.35,1.2,0.74,11.35,97.0,73.0,89.0,2147.0,Nintendo,E,2000,0.533920704845815,0.29515418502202645,0.10572687224669604,False
Super Mario Land 2: 6 Golden Coins,GB,1992,Adventure,Nintendo,6.16,2.04,2.69,0.29,11.18,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.5509838998211092,0.18246869409660108,0.240608228980322,True
Grand Theft Auto IV,X360,2008,Action,Take-Two Interactive,6.76,3.07,0.14,1.03,11.01,98.0,86.0,79.0,2951.0,Rockstar North,M,2000,0.6139872842870118,0.27883742052679383,0.012715712988192554,False
Gran Turismo,PS,1997,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52,10.95,96.0,16.0,87.0,138.0,Polyphony Digital,E,1990,0.36712328767123287,0.3534246575342466,0.2319634703196347,False
Super Mario 3D Land,3DS,2011,Platform,Nintendo,4.89,3.0,2.14,0.78,10.81,90.0,82.0,84.0,921.0,Nintendo,E,2010,0.4523589269195189,0.27752081406105455,0.19796484736355227,False
Gran Turismo 5,PS3,2010,Racing,Sony Computer Entertainment,2.96,4.82,0.81,2.11,10.7,84.0,82.0,75.0,1112.0,Polyphony Digital,E,2010,0.27663551401869163,0.45046728971962624,0.07570093457943926,False
Call of Duty: Modern Warfare 2,PS3,2009,Shooter,Activision,4.99,3.64,0.38,1.6,10.6,94.0,67.0,63.0,2073.0,Infinity Ward,M,2000,0.47075471698113214,0.3433962264150944,0.035849056603773584,False
Super Mario All-Stars,SNES,1993,Platform,Nintendo,5.99,2.15,2.12,0.29,10.55,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.5677725118483412,0.20379146919431276,0.2009478672985782,True
Grand Theft Auto IV,PS3,2008,Action,Take-Two Interactive,4.76,3.69,0.44,1.61,10.5,98.0,64.0,75.0,2833.0,Rockstar North,M,2000,0.4533333333333333,0.3514285714285714,0.0419047619047619,False
Pokemon FireRed/Pokemon LeafGreen,GBA,2004,Role-Playing,Nintendo,4.34,2.65,3.15,0.35,10.49,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.41372735938989513,0.2526215443279313,0.3002859866539561,True
Super Mario 64,DS,2004,Platform,Nintendo,5.01,3.07,1.25,0.97,10.3,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2000,0.4864077669902912,0.2980582524271844,0.12135922330097086,True
Call of Duty: Ghosts,X360,2013,Shooter,Activision,6.73,2.56,0.04,0.91,10.25,73.0,29.0,26.0,2117.0,Infinity Ward,M,2010,0.6565853658536586,0.2497560975609756,0.003902439024390244,False
Just Dance 3,Wii,2011,Misc,Ubisoft,5.95,3.11,0.0,1.06,10.12,74.0,15.0,78.0,16.0,Ubisoft,E10+,2010,0.5879446640316206,0.3073122529644269,0.0,True
New Super Mario Bros. 2,3DS,2012,Platform,Nintendo,3.66,3.14,2.47,0.63,9.9,78.0,70.0,72.0,424.0,Nintendo,E,2010,0.3696969696969697,0.31717171717171716,0.24949494949494952,False
Mario Kart 64,N64,1996,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.5623100303951368,0.1965552178318136,0.2259371833839919,True
Halo: Reach,X360,2010,Shooter,Microsoft Game Studios,7.04,1.95,0.08,0.79,9.86,91.0,99.0,79.0,2045.0,Bungie,M,2010,0.7139959432048681,0.1977687626774848,0.008113590263691683,False
Final Fantasy VII,PS,1997,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.72,92.0,20.0,92.0,1282.0,SquareSoft,T,1990,0.30967078189300407,0.25411522633744854,0.33744855967078186,False
Halo 4,X360,2012,Shooter,Microsoft Game Studios,6.65,2.28,0.04,0.74,9.71,87.0,87.0,70.0,3260.0,343 Industries,M,2010,0.6848609680741503,0.2348094747682801,0.004119464469618949,False
Gran Turismo 2,PS,1999,Racing,Sony Computer Entertainment,3.88,3.42,1.69,0.5,9.49,93.0,23.0,90.0,135.0,Polyphony Digital,T,1990,0.4088514225500527,0.36037934668071653,0.1780821917808219,False
Just Dance 2,Wii,2010,Misc,Ubisoft,5.8,2.85,0.01,0.78,9.44,74.0,24.0,73.0,24.0,Ubisoft,E10+,2010,0.614406779661017,0.301906779661017,0.001059322033898305,False
Call of Duty: Ghosts,PS3,2013,Shooter,Activision,4.1,3.63,0.38,1.25,9.36,71.0,10.0,26.0,1047.0,Infinity Ward,M,2010,0.43803418803418803,0.38782051282051283,0.0405982905982906,False
Call of Duty 4: Modern Warfare,X360,2007,Shooter,Activision,5.93,2.36,0.13,0.9,9.31,94.0,70.0,84.0,1320.0,Infinity Ward,M,2000,0.6369495166487648,0.25349087003222337,0.013963480128893662,False
Donkey Kong Country,SNES,1994,Platform,Nintendo,4.36,1.71,3.0,0.23,9.3,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,1990,0.46881720430107526,0.18387096774193545,0.3225806451612903,True
Minecraft,X360,2013,Misc,Microsoft Game Studios,5.7,2.65,0.02,0.81,9.18,68.96767850559173,26.360820941378886,71.25046113306982,162.22990777338603,Unknown,Unknown,2010,0.6209150326797386,0.2886710239651416,0.002178649237472767,True
